"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"3","Small regions (TL3)","JPB04","Miyagi","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",97.7,,
"3","Small regions (TL3)","JPB05","Akita","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",82.9,,
"3","Small regions (TL3)","JPB06","Yamagata","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",87.8,,
"3","Small regions (TL3)","JPB07","Fukushima","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",87.7,,
"2","Large regions (TL2)","JPC","Northern-Kanto, Koshin","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",95.2,,
"3","Small regions (TL3)","JPC08","Ibaraki","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",96.2,,
"3","Small regions (TL3)","JPC09","Tochigi","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",96.8,,
"3","Small regions (TL3)","JPC10","Gumma","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,307.4,,
"3","Small regions (TL3)","JPC10","Gumma","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",96.1,,
"3","Small regions (TL3)","JPC19","Yamanashi","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",91.8,,
"3","Small regions (TL3)","JPC20","Nagano","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",92.8,,
"2","Large regions (TL2)","JPD","Southern-Kanto","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",108.7,,
"3","Small regions (TL3)","JPD11","Saitama","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",105,,
"3","Small regions (TL3)","JPD12","Chiba","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",104.8,,
"3","Small regions (TL3)","JPD13","Tokyo","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",113.9,,
"3","Small regions (TL3)","JPD14","Kanagawa","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",107.1,,
"2","Large regions (TL2)","JPE","Hokuriku","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",93,,
"3","Small regions (TL3)","JPE15","Niigata","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",90.8,,
"3","Small regions (TL3)","JPE16","Toyama","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",93.7,,
"3","Small regions (TL3)","JPE17","Ishikawa","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,13566,,
"3","Small regions (TL3)","JPE17","Ishikawa","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",96.7,,
"3","Small regions (TL3)","JPE17","Ishikawa","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,13566,"E","Estimated value"
"3","Small regions (TL3)","JPE18","Fukui","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",93.3,,
"2","Large regions (TL2)","JPF","Toukai","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",101,,
"3","Small regions (TL3)","JPF21","Gifu","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",94.6,,
"3","Small regions (TL3)","JPF22","Shizuoka","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",96.8,,
"3","Small regions (TL3)","JPF23","Aichi","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",106.3,,
"3","Small regions (TL3)","JPF24","Mie","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",96.2,,
"2","Large regions (TL2)","JPG","Kansai region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",98.5,,
"3","Small regions (TL3)","JPG25","Shiga","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",104.4,,
"3","Small regions (TL3)","JPG26","Kyoto","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,4562,,
"3","Small regions (TL3)","JPG26","Kyoto","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",97.9,,
"3","Small regions (TL3)","JPG26","Kyoto","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,4562,"E","Estimated value"
"3","Small regions (TL3)","JPG27","Osaka","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",99.9,,
"3","Small regions (TL3)","JPI36","Tokushima","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,180.52,,
"1","Country","KOR","Korea","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,99461,,
"1","Country","KOR","Korea","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,99461,,
"3","Small regions (TL3)","KR012","Incheon","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,965,,
"3","Small regions (TL3)","KR012","Incheon","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,965,,
"3","Small regions (TL3)","LU000","Luxembourg","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,232.79,,
"3","Small regions (TL3)","ME02R2","Baja California Norte, R2","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,12979,,
"3","Small regions (TL3)","ME02R2","Baja California Norte, R2","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,12979,,
"3","Small regions (TL3)","ME02R2","Baja California Norte, R2","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,83.13,,
"2","Large regions (TL2)","ME06","Colima","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,135.01,,
"2","Large regions (TL2)","ME06","Colima","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,137.08,,
"3","Small regions (TL3)","ME07R8","Chiapas, R8","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,145.25,,
"3","Small regions (TL3)","ME07R8","Chiapas, R8","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,146.75,,
"3","Small regions (TL3)","ES424","Guadalajara","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,12153,,
"3","Small regions (TL3)","ES424","Guadalajara","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,12153,,
"2","Large regions (TL2)","ES51","Catalonia","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,31964,,
"3","Small regions (TL3)","ES511","Barcelona","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,7715,,
"3","Small regions (TL3)","ES511","Barcelona","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,7715,,
"3","Small regions (TL3)","ES618","Seville","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,13879,,
"3","Small regions (TL3)","ES618","Seville","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,13879,,
"2","Large regions (TL2)","ES62","Murcia","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,11302,,
"2","Large regions (TL2)","ES63","Ceuta","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,20,,
"3","Small regions (TL3)","ES640","Melilla","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,6050.57,,
"3","Small regions (TL3)","SE122","Södermanland County","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,47.96,,
"3","Small regions (TL3)","SE123","Östergötland County","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,10559,,
"3","Small regions (TL3)","SE123","Östergötland County","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,43.33,,
"3","Small regions (TL3)","SE123","Östergötland County","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,10559,,
"3","Small regions (TL3)","SE312","Dalarna County","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,28029,,
"3","Small regions (TL3)","SE312","Dalarna County","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,28029,,
"3","Small regions (TL3)","CH012","Valais","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,65.74,,
"2","Large regions (TL2)","TR21","Thrace","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,18703,,
"2","Large regions (TL2)","TR21","Thrace","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,18703,,
"3","Small regions (TL3)","TR321","Aydin","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,7740,,
"3","Small regions (TL3)","TR321","Aydin","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,7740,,
"3","Small regions (TL3)","TR331","Manisa","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,13100,,
"3","Small regions (TL3)","TR331","Manisa","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,13100,,
"3","Small regions (TL3)","US155","Sioux Falls, SD","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,71457,,
"3","Small regions (TL3)","US155","Sioux Falls, SD","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,71457,"E","Estimated value"
"3","Small regions (TL3)","US166","Toledo-Fremont, OH","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,13421,,
"3","Small regions (TL3)","US166","Toledo-Fremont, OH","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,13421,"E","Estimated value"
"3","Small regions (TL3)","US169","Tucson, AZ","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,42977,,
"3","Small regions (TL3)","US169","Tucson, AZ","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,42977,"E","Estimated value"
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,34443200,,
